run_at,asset,feature_set,target_horizon,target_mode,selection_metric,n_features,val_mae,val_corr,val_r2,val_sign_acc,val_zero_mae,val_mae_vs_zero,test_mae,test_corr,test_r2,test_sign_acc,test_zero_mae,test_mae_vs_zero,cal_test_mae,cal_test_corr,cal_test_r2
2026-05-04T09:01:01,BTC,no_gdelt,4,vol_norm,signal_score,26,0.003246513334349856,-0.009577058912041603,-0.021925087592449932,0.5230885692657078,0.003240216881674886,-0.19432194543080072,0.003950802274578952,0.024557920295961502,-0.0022246905610707746,0.5262062440870388,0.003961861154811753,0.27913345575567344,0.003950256315222649,0.024557920295961492,-0.0008129232572935408
2026-05-04T11:21:09,BTC,no_gdelt,4,vol_norm,signal_score,26,0.0034814633226623107,-0.035603588579984344,-0.2388545998747098,0.5104087812263437,0.003240216881674886,-7.4453791937947,0.004197197642100413,-0.003414998961158371,-0.0896263005692739,0.4900662251655629,0.003961861154811753,-5.940048682998162,0.004109838173050768,-0.0034149989611583884,-0.055289027239217026
2026-05-04T12:00:50,ETH,no_gdelt,4,vol_norm,signal_score,26,0.004803439460829797,-0.017837579504553565,-0.23414883443198176,0.5003785011355034,0.004361714556435848,-10.12732237635421,0.005796835919071463,-0.015189879144010552,-0.2111444535983915,0.5000946073793756,0.005059492846815365,-14.57345785451109,0.005548094120395303,-0.015189879144010576,-0.13549372135094018
2026-05-04T12:49:12,GOLD,no_gdelt,4,vol_norm,signal_score,26,0.0014578147092954472,0.055014981504946846,-0.08121610453660111,0.2923396769550616,0.0013272003642663625,-9.841342626510045,0.003029144174920403,0.01758399787413007,-0.38916932110715496,0.3356251998720819,0.0023884152368020607,-26.826529215653018,0.0029474412283599055,0.017583997874130078,-0.32327649045069196
2026-05-04T13:37:08,OIL,no_gdelt,4,vol_norm,signal_score,26,0.0016832055061559708,0.007693747977773895,-0.11221875682815452,0.3016,0.0015372501618601381,-9.494572739198656,0.006211045161929895,0.07152014230897595,-0.19076589685400203,0.3190978886756238,0.005133967925222122,-20.979430168172374,0.006047581765090949,0.07152014230897602,-0.14986043103373436
2026-05-04T14:46:20,BTC,no_gdelt,4,vol_norm,signal_score,26,0.0034814633226623107,-0.035603588579984344,-0.2388545998747098,0.5104087812263437,0.003240216881674886,-7.4453791937947,0.004197197642100413,-0.003414998961158371,-0.0896263005692739,0.4900662251655629,0.003961861154811753,-5.940048682998162,0.004109838173050768,-0.0034149989611583884,-0.055289027239217026
2026-05-04T14:46:58,ETH,no_gdelt,4,vol_norm,signal_score,26,0.004803439460829797,-0.017837579504553565,-0.23414883443198176,0.5003785011355034,0.004361714556435848,-10.12732237635421,0.005796835919071463,-0.015189879144010552,-0.2111444535983915,0.5000946073793756,0.005059492846815365,-14.57345785451109,0.005548094120395303,-0.015189879144010576,-0.13549372135094018
2026-05-04T14:47:39,GOLD,no_gdelt,4,vol_norm,signal_score,26,0.0014578147092954472,0.055014981504946846,-0.08121610453660111,0.2923396769550616,0.0013272003642663625,-9.841342626510045,0.003029144174920403,0.01758399787413007,-0.38916932110715496,0.3356251998720819,0.0023884152368020607,-26.826529215653018,0.0029474412283599055,0.017583997874130078,-0.32327649045069196
2026-05-04T14:48:19,OIL,no_gdelt,4,vol_norm,signal_score,26,0.0016832055061559708,0.007693747977773895,-0.11221875682815452,0.3016,0.0015372501618601381,-9.494572739198656,0.006211045161929895,0.07152014230897595,-0.19076589685400203,0.3190978886756238,0.005133967925222122,-20.979430168172374,0.006047581765090949,0.07152014230897602,-0.14986043103373436
2026-05-04T16:02:19,BTC,technical_macro,4,vol_norm,signal_score,26,0.0034616437296769377,0.009523387591085128,-0.20129190333426195,0.5228993186979561,0.003240216881674886,-6.833704324566403,0.004153021457744846,-0.000328114164660091,-0.07240494202612502,0.49120151371807,0.003961861154811753,-4.825012554413033,0.004088573116512964,-0.0003281141646600959,-0.04727934875817552
2026-05-04T16:47:59,ETH,technical_macro,4,vol_norm,signal_score,26,0.004625033623338981,0.021264275646413446,-0.13183974514173125,0.5123012869038607,0.004361714556435848,-6.037053948831736,0.005587125018592878,-0.017647256702852956,-0.19089079470379433,0.4999053926206244,0.005059492846815365,-10.428558302658073,0.005410758677370834,-0.01764725670285297,-0.13035992748757086
2026-05-04T17:42:17,GOLD,technical_macro,4,vol_norm,signal_score,26,0.0015152255866891099,-0.0114965766133019,-0.5761215637558963,0.3145690068766992,0.0013272003642663625,-14.167055202672962,0.003097629504091698,-0.015991858841018784,-0.4653242380114939,0.3284298049248481,0.0023884152368020607,-29.693925355513368,0.0026305430400790793,-0.015991858841018787,-0.11189198413597623
2026-05-04T18:36:11,OIL,technical_macro,4,vol_norm,signal_score,26,0.0016525537029866775,0.031910789328674125,-0.07444866799118666,0.31088,0.0015372501618601381,-7.500635647120801,0.006014699121124556,0.04554199515066849,-0.16046599611098888,0.32933461292386434,0.005133967925222122,-17.154980155224656,0.006014699121124556,0.04554199515066849,-0.16046599611098888
2026-05-04T19:58:33,BTC,price_only,4,vol_norm,signal_score,15,0.003442514181199265,0.06092488528972347,-0.18229399737311236,0.5062452687358062,0.003240216881674886,-6.243325699126803,0.004422631686248741,0.0661694310171398,-0.16673035672084358,0.5050141911069064,0.003961861154811753,-11.63015314777551,0.004095599424201806,0.06616943101713986,-0.03471834746572067
2026-05-04T20:38:57,ETH,price_only,4,vol_norm,signal_score,15,0.004657651244866417,0.05151145390012944,-0.08443448556763022,0.5026495079485238,0.004361714556435848,-6.784870440662706,0.005551205460372744,-0.041184558030090954,-0.1417560595931282,0.47322611163670764,0.005059492846815365,-9.71861446840996,0.00548013641949135,-0.04118455803009094,-0.12088193653554646
2026-05-04T21:26:50,GOLD,price_only,4,vol_norm,signal_score,15,0.0015212473871509908,0.004630356855384232,-0.6077026522155493,0.3182472413241644,0.0013272003642663625,-14.620777200518226,0.002840731155551359,-0.0013195261909945979,-0.281227389648816,0.3372241765270227,0.0023884152368020607,-18.937908820955794,0.0025544382044620285,-0.0013195261909946083,-0.06929571622297459
2026-05-04T22:14:29,OIL,price_only,4,vol_norm,signal_score,15,0.0016462286026587276,0.01897331763863871,-0.0877813182517766,0.30272,0.0015372501618601381,-7.089180174652951,0.006465625102951793,0.019983747420030017,-0.3493279631764301,0.32821497120921306,0.005133967925222122,-25.93816656409848,0.006465625102951793,0.019983747420030017,-0.3493279631764301
2026-05-05T08:13:50,BTC,technical_only,4,vol_norm,signal_score,23,0.0033666737610234874,0.0017769559550745116,-0.11106990393127103,0.503217259651779,0.003240216881674886,-3.9027287389634973,0.004080352458221518,0.005069920307070594,-0.02783402059383855,0.49441816461684013,0.003961861154811753,-2.9907989146731113,0.004060992820803288,0.0050699203070705984,-0.02205626176599851
2026-05-05T09:52:00,BTC,price_only,4,vol_norm,signal_score,15,0.003577666742649304,-0.051927070209832914,-0.417192967288861,0.5087055261165784,0.003240216881674886,-10.414421715671288,0.004180478003143755,0.015332323632992518,-0.08723852409951616,0.4847682119205298,0.003961861154811753,-5.518033930806823,0.004008505885150216,0.015332323632992511,-0.01610756256733792
2026-05-05T10:40:29,ETH,price_only,4,vol_norm,signal_score,15,0.004518915488502698,0.023396147396950187,-0.07528674510710331,0.514004542013626,0.004361714556435848,-3.6041085776873247,0.005309651778834846,-0.02998164745965625,-0.07332006307895567,0.4868495742667928,0.005059492846815365,-4.9443478753526175,0.005309651778834846,-0.02998164745965625,-0.07332006307895567
2026-05-05T11:40:23,GOLD,price_only,4,vol_norm,signal_score,15,0.00138756415126944,0.19629822951676898,0.0192214212008327,0.31872701103470336,0.0013272003642663625,-4.548204180778746,0.0027485644641731303,0.03825430528342023,-0.19381777306764247,0.326351135273425,0.0023884152368020607,-15.079003296524087,0.002702550669383415,0.038254305283420255,-0.15980636238173473
2026-05-05T12:35:04,OIL,price_only,4,vol_norm,signal_score,15,0.0016528208290382909,0.0347144967488399,-0.0803719065516244,0.29552,0.0015372501618601381,-7.518012521806783,0.006039522475606089,0.02296633185281046,-0.19343625129905728,0.31861804222648754,0.005133967925222122,-17.638492213725623,0.005916097526868087,0.022966331852810443,-0.15924221924146242
2026-05-06T02:23:38,BTC,technical_only,4,vol_norm,signal_score,23,0.003595725569913177,-0.06679162154327137,-0.5281045246040972,0.5194928084784254,0.003240216881674886,-10.971755603062318,0.004161395258316442,-0.01937869153241567,-0.06974631777737095,0.49290444654683063,0.003961861154811753,-5.03637282255533,0.0040139855413064765,-0.019378691532415657,-0.017182919507802152
2026-05-06T03:04:04,ETH,technical_only,4,vol_norm,signal_score,23,0.0045147439481934126,-0.0005744271816495951,-0.057873522710619074,0.49053747161241484,0.004361714556435848,-3.508468659951538,0.005296003969622873,-0.030279741663361445,-0.0707354535406175,0.47909176915799434,0.005059492846815365,-4.674601294905987,0.005296003969622873,-0.030279741663361445,-0.0707354535406175
2026-05-06T03:52:03,GOLD,technical_only,4,vol_norm,signal_score,23,0.0014000014066409628,0.040273796952465676,-0.10182211943881825,0.30609307532384455,0.0013272003642663625,-5.485308688076943,0.002696004462288121,0.021024686576068524,-0.19928187041770484,0.32874960025583627,0.0023884152368020607,-12.878380939301085,0.002654033531064102,0.021024686576068537,-0.16306828351419833
2026-05-06T04:40:53,OIL,technical_only,4,vol_norm,signal_score,23,0.0016798302485051945,0.009307919604189736,-0.11385641417367731,0.30064,0.0015372501618601381,-9.275008122134153,0.005552208931128976,0.0675814993180252,-0.07210772950419231,0.33989123480486244,0.005133967925222122,-8.146544813916316,0.005479710646356812,0.06758149931802528,-0.05484960865832722
2026-05-06T11:51:11,BTC,price_only,4,vol_norm,signal_score,15,0.003364257457148148,0.019074110492806644,-0.11270097466476159,0.5198713096139288,0.003240216881674886,-3.828156452940532,0.004177440940756823,0.008382443437162672,-0.06972243397225508,0.4938505203405866,0.003961861154811753,-5.44137646625672,0.004142019826892961,0.008382443437162681,-0.056617282194265206
2026-05-06T12:43:37,ETH,no_gdelt,4,vol_norm,signal_score,26,0.004721573845950365,0.02031837743697255,-0.12830442948317766,0.4831566994700984,0.004361714556435848,-8.250408792412253,0.005705583684780921,-0.011069547043312975,-0.2192564129681882,0.5027436140018922,0.005059492846815365,-12.769873280922953,0.005506804212431797,-0.011069547043312956,-0.1461404994040134
2026-05-06T13:42:43,GOLD,price_only,4,vol_norm,signal_score,15,0.001548587142943271,-0.042507300328121014,-1.1196141231230223,0.3240044778506317,0.0013272003642663625,-16.680733968796847,0.0030206798230462276,-0.005666841418873212,-0.5258944423204674,0.3257115446114487,0.0023884152368020607,-26.472137257782386,0.002618357802644931,-0.005666841418873184,-0.1207617243756769
2026-05-06T14:39:36,OIL,no_gdelt,4,vol_norm,signal_score,26,0.00162469696983458,0.014801040153602391,-0.07435394719061339,0.30032,0.0015372501618601381,-5.68852126059341,0.005841827947569219,0.022612559576721765,-0.16593290976104536,0.3357325655790147,0.005133967925222122,-13.787776216554679,0.005841827947569219,0.022612559576721765,-0.16593290976104536
